Index,Source,Entry,Syllabary,Part_of_Speech,PoS,PoS_Family,Definition,Cross_Reference,Entry_Tone,Other_Forms,Notes,Locked,Source_ID
1412,ced,sunale’i,ᏑᎾᎴᎢ,adverb,,,tomorrow,,sụnále̋’i,nan:sinale’i^ᏏᎾᎴᎢ^sịnále̋’i,,False,1475.1
1413,ced,sunale’i didla,ᏑᎾᎴᎢ ᏗᏜ,adverb,,,toward morning,,sụnále̋’idídla,,,False,1476.1
1414,ced,sunale’i svhiyeyi,ᏑᎾᎴᎢ ᏒᎯᏰᏱ,adverb,,,tomorrow evening,,sụnále̋’isvhịye̋yi,,,False,1477.1
1415,ced,susvhida,ᏑᏒᎯᏓ,adverb,,,overnight,,susv̌hịda,,,False,1478.1
1416,ced,svdoni,ᏒᏙᏂ,noun,,,barrel,,svdoni,,,False,1479.1
1417,ced,svgi,ᏒᎩ,noun,,,onion,,sv̀gi,,,False,1480.1
1418,ced,svhi,ᏒᎯ,adverb,,,yesterday,,svhi,,,False,1481.1
1419,ced,svhi sunale’i,ᏒᎯ ᏑᎾᎴᎢ,adverb,,,yesterday morning,,svhisụnále̋’i,,,False,1482.1
1420,ced,svhi svhiyeyi,ᏒᎯ ᏒᎯᏰᏱ,adverb,,,yesterday evening,,svhisvhịye̋yi,,,False,1483.1
1421,ced,svhi usv’i,ᏒᎯ ᎤᏒᎢ,adverb,,,night before last,,svhiụsv̋’i,,,False,1484.1
1422,ced,svhiyeyi,ᏒᎯᏰᏱ,adverb,,,in the evening,,svhịye̋yi,,,False,1485.1
1423,ced,svkta,ᏒᎦᏔ,noun,,,apple,,sv̌kta,,,False,1486.1
1424,ced,svnadodagwasdi,ᏒᎾᏙᏓᏆᏍᏗ,noun,,,one week,,svnạdǒdạgwàsdi,,,False,1487.1
1425,ced,svnoyi,ᏒᏃᏱ,adverb,,,at midnight,,svnǒyi,,,False,1488.1
1426,ced,ta’li,ᏔᎵ,adjective,,,two,,tạ́’li,,,False,1489.1
1427,ced,ta’line’i,ᏔᎵᏁᎢ,adjective,,,second,,tạ’line̋’i,,,False,1490.1
1428,ced,Ta’line Iga,ᏔᎵᏁ ᎢᎦ,noun,,,Tuesday,,tạ’linẹ̋iga,,,False,1491.1
1429,ced,talugisgi,ᏔᎷᎩᏍᎩ,noun,,,can,,tạlugìsgi,,,False,1492.1
1430,ced,talugisgi dikanvwisgi,ᏔᎷᎩᏍᎩ ᏗᎧᏅᏫᏍᎩ,noun,,,welder,,tạlugìsgidịkạnvwi̋wi̋,plural:talugisgi dinihnvwisgi^ᏗᏂᏅᏫᏍᎩ^tạlugìsgidinihnvwi̋sgi,,False,1493.1
1431,ced,talugisgi dikanvwodohdi,ᏔᎷᎩᏍᎩ ᏗᎧᏅᏬᏙᏗ,noun,,,solder,,tạlugìsgidịkạnv̌wòdọhdi,,,False,1494.1
1432,ced,taluja,ᏔᎷᏣ,noun,,,basket,,tạlǔja,plural:ditaluja^ᏗᎷᏣ^ditạlǔja,,False,1495.1
1433,ced,tamahli,ᏔᎹᏟ,noun,,,tomato,,tạmahli,,,False,1496.1
1434,ced,tawodi,ᏔᏬᏗ,noun,,,hawk,,tạwǒdi,,,False,1497.1
1435,ced,tehga,ᏖᎦ,noun,,,toad,,tẹhga,,,False,1498.1
1436,ced,tina,ᏘᎾ,noun,,,louse,,tịna,,,False,1499.1
1437,ced,tiyoha’li,ᏘᏲᎭᎵ,noun,,,lizard,,tịyǒhạ́’li,,,False,1500.1
1438,ced,tlvdegwa,ᏢᏕᏆ,noun,,,eel,,tlv̌dégwa,,,False,1501.1
1439,ced,tohi,ᏙᎯ,adjective,,,well,,tòhi,,,False,1502.1
1440,ced,tohigwu,ᏙᎯᏊ,adverb,,,just fine,,tòhi̋gwu,,,False,1503.1
1441,ced,to’i,ᏙᎢ,adverb,,,motionless,,tő’i,,,False,1504.1
1442,ced,tojuhwa,ᏙᏧᏩ,noun,,,redbird,,tòjǔhwa,,,False,1505.1
1443,ced,tolatsga,ᏙᎳᏥᎦ,noun,,,grasshopper,,tǒlạ́tsga,,,False,1506.1
1444,ced,tsgili,ᏥᎩᎵ,noun,,,ghost,,tsgịli,plural:anitsgili^ᎠᏂᏥᎩᎵ^ạnitsgịli,,False,1507.1
1445,ced,tsgoya,ᏥᎪᏯ,noun,,,bug,,tsgǒya,,,False,1508.1
1446,ced,tsgwalegwala,ᏥᏆᎴᏆᎳ,noun,,,whippoorwill,,tsgwạlégwạla,,,False,1509.1
1447,ced,tsgwisdi,ᏥᏈᏍᏗ,adjective,,,a lot,,tsgwi̋sdi,plural:unitsgwisdi^ᎤᏂᏥᏈᏍᏗ^unitsgwi̋sdi,,False,1510.1
1448,ced,tuleji,ᏚᎴᏥ,noun,,,tonsils,,tulěji,,,False,1511.1
1449,ced,tusdi,ᏚᏍᏗ,noun,,,boil,,tụsdi,,,False,1512.1
1450,ced,tuya,ᏚᏯ,noun,,,beans,,tǔya,,,False,1513.1
1451,ced,tvhga,ᏛᎦ,noun,,,housefly,,tṿhga,,,False,1514.1
1452,ced,udadolisdi,ᎤᏓᏙᎵᏍᏗ,verb (v.i.),,,he/she is in prayer,,ùdadǒlîsdi,1st person singular with animate/ inanimate object:agwadadolisdi^ᎠᏆᏓᏙᎵᏍᏗ^àgwạdadǒlîsdi|3rd person singular non-progressive remote past tense:udadolisdv’i^ᎤᏓᏙᎵᏍᏛᎢ^ùdadǒlîsdv̌’i|3rd person singular present habitual:udadolisdo’i^ᎤᏓᏙᎵᏍᏙᎢ^ùdadǒlîsdó’i|imperative with animate/ inanimate direct objects:jadadolisdesdi^ᏣᏓᏙᎵᏍᏕᏍᏗ^jạdadǒlîsdésdi|3rd person singular infinitive:udadolisdohdi^ᎤᏓᏙᎵᏍᏙᏗ^udadolìsdọ́hdi,,False,1516.1
1453,ced,udageyuha,ᎤᏓᎨᏳᎭ,verb (v.i.),,,he/she loves,,ùdageyụ́ha,1st person singular with animate/ inanimate object:agwadageyuha^ᎠᏆᏓᎨᏳᎭ^àgwạdageyụ́ha|3rd person singular non-progressive remote past tense:udageyusv’i^ᎤᏓᎨᏳᏒᎢ^ùdageyúsv̌’i|3rd person singular present habitual:udageyuso’i^ᎤᏓᎨᏳᏐᎢ^ùdageyúsó’i|imperative with animate/ inanimate direct objects:jadageyusesdi^ᏣᏓᎨᏳᏎᏍᏗ^jạdageyúsésdi|3rd person singular infinitive:udageyhdi^ᎤᏓᎨᏳᏗ^udagẹyhdi,,False,1517.1
1454,ced,udahnilage’i,ᎤᏓᏂᎳᎨᎢ,noun,,,ordained minister,,udahnǐlạ́gé’i,plural:unadahnilage’i^ᎤᎾᏓᏂᎳᎨᎢ^unạdahnǐlạ́gé’i,,False,1518.1
1455,ced,udahnilage’i,ᎤᏓᏂᎳᎨᎢ,noun,,,oldest member of a family,,udahnǐlạ́ge̋’i,plural:unadahnilage’i^ᎤᎾᏓᏂᎳᎨᎢ^unạdahnǐlạ́ge̋’i,,False,1519.1
1456,ced,udajatdi,ᎤᏓᏣᏘᏗ,adjective,,,reckless,,udǎjạtdi,plural:unadajatdi^ᎤᎾᏓᏣᏘᏗ^unạdǎjạtdi,,False,1520.1
1457,ced,udalehi,ᎤᏓᎴᎯ,noun,,,bad omen,,udạle̋hi,,,False,1521.1
1458,ced,udali’i,ᎤᏓᎵᎢ,noun,,,his/her wife,,udạlị’i,plural:junadali’i^ᏧᎾᏓᎵᎢ^junạdạlị’i,,False,1522.1
1459,ced,udalvkwdi,ᎤᏓᎸᏉᏗ,adjective,,,snobbish,,udalv̋kwdi,plural:unadalvkwdi^ᎤᎾᏓᎸᏉᏗ^unạdalv̋kwdi,,False,1523.1
1460,ced,udana’ni,ᎤᏓᎾᏂ,noun,,,store owner,,udǎnạ’ni,plural:unadana’ni^ᎤᎾᏓᎾᏂ^unạdǎnạ’ni,,False,1524.1
1461,ced,udanegoyuha,ᎤᏓᏁᎪᏳᎭ,verb (v.i.),,,it’s wrinkled,,ùdạnégoyụ́ha,1st person singular with animate/ inanimate object:agwadanegoyuha^ᎠᏆᏓᏁᎪᏳᎭ^àgwạdạnégoyụ́ha|3rd person singular non-progressive remote past tense:udanegoyusv’i^ᎤᏓᏁᎪᏳᏒᎢ^ùdạnégoyúsv̌’i|3rd person singular present habitual:udanegoyuso’i^ᎤᏓᏁᎪᏳᏐᎢ^ùdạnégoyúsó’i|imperative with animate/ inanimate direct objects:jadanegoyusesdi^ᏣᏓᏁᎪᏳᏎᏍᏗ^jạdạnégoyúsésdi,,False,1525.1
1462,ced,udanehv’i,ᎤᏓᏁᎲᎢ,noun,,,puddle,,ùdạnehv̋’i,plural:dudanehv’i^ᏚᏓᏁᎲᎢ^dùdạnehv̋’i,,False,1526.1
1463,ced,udanhdo,ᎤᏓᏅᏙ,noun,,,his/her heart,,udạnhdo,,,False,1527.1
1464,ced,udanhta,ᎤᏓᏅᏔ,verb (v.i.),,,he/she feels,,ùdanhta,1st person singular with animate/ inanimate object:agwadanhta^ᎠᏆᏓᏅᏔ^àgwadạnhta|3rd person singular non-progressive remote past tense:udanhtv’i^ᎤᏓᏅᏛᎢ^ùdanhtv̌’i|3rd person singular present habitual:udanhto’i^ᎤᏓᏅᏙᎢ^ùdanhtó’i|imperative with animate/ inanimate direct objects:jadanhtesdi^ᏣᏓᏅᏖᏍᏗ^jạdanhtésdi|3rd person singular infinitive:udanhdadisdi^ᎤᏓᏅᏓᏗᏍᏗ^udanhdạdìsdi,,False,1528.1
1465,ced,udanhti,ᎤᏓᏅᏘ,adjective,,,friendly,,uda̋nhti,plural:unadanhti^ᎤᎾᏓᏅᏘ^unạda̋nhti,,False,1529.1
1466,ced,udanhtisahnv’i,ᎤᏓᏅᏘᏌᏅᎢ,adjective,,,tamed,,udạnhtisạhnv̋’i,plural:unadanhtisahnv’i^ᎤᎾᏓᏅᏘᏌᏅᎢ^unạdạnhtisạhnv̋’i,,False,1530.1
1467,ced,udanvgalvda,ᎤᏓᏅᎦᎸᏓ,adjective,,,clean,,udạnvgạlv̋da,plural animate:junadanvgalvda^ᏧᎾᏓᏅᎦᎸᏓ^junạdạnvgạlv̋da|plural inanimate:judanvgalvda^ᏧᏓᏅᎦᎸᏓ^judạnvgạlv̋da,,False,1531.1
1468,ced,udanvhida,ᎤᏓᏅᎯᏓ,noun,,,a long distance,,udạnvhi̋da,,,False,1532.1
1469,ced,udanvhnv’i,ᎤᏓᏅᏅᎢ,noun,,,row,,ùdạnvhnv̋’i,plural:dudanvhnv’i^ᏚᏓᏅᏅᎢ^dùdạnvhnv̋’i,,False,1533.1
1470,ced,udasdvdisdi,ᎤᏓᏍᏛᏗᏍᏗ,noun,,,punishment,,udasdv̌dîsdi,,,False,1534.1
1471,ced,udawadisgv’i,ᎤᏓᏩᏗᏍᎬᎢ,adverb,,,in a shade,,ùdǎwạ́dîsgv̋’i,nan:dudawadisgv’i^ᏚᏓᏩᏗᏍᎬᎢ^dùdǎwạ́dîsgv̋’i,,False,1535.1
1472,ced,udayvlata,ᎤᏓᏴᎳᏔ,verb (v.i.),,,it’s in view,,ùdạyvlạ́ta,1st person singular with animate/ inanimate object:agwadayvlata^ᎠᏆᏓᏴᎳᏔ^àgwạdạyvlạ́ta|3rd person singular non-progressive remote past tense:udayvlatv’i^ᎤᏓᏴᎳᏛᎢ^ùdạyvlạtv̌’i|3rd person singular present habitual:udayvlato’i^ᎤᏓᏴᎳᏙᎢ^ùdạyvlạtó’i|imperative with animate/ inanimate direct objects:jadayvlatesdi^ᏣᏓᏴᎳᏖᏍᏗ^jạdạyvlạtésdi|3rd person singular infinitive:udayvlatdi^ᎤᏓᏴᎳᏘᏗ^udạyvlạtdi,,False,1536.1
1473,ced,udega,ᎤᏕᎦ,verb (v.t.),,,he/she is throwing it,,ùdéga,1st person singular with animate/ inanimate object:agwadega^ᎠᏆᏕᎦ^àgwạdéga|3rd person singular non-progressive remote past tense:udinvsv’i^ᎤᏗᏅᏒᎢ^ùdǐnv̂sv̌’i|3rd person singular present habitual:udego’i^ᎤᏕᎪᎢ^ùdégó’i|imperative with animate/ inanimate direct objects:jaduga^ᏣᏚᎦ^jạdùga|3rd person singular infinitive:udinvdi^ᎤᏗᏅᏗ^udǐnv̂di,,False,1537.1
1474,ced,udegi,ᎤᏕᎩ,noun,,,pitcher,,ude̋gi,plural:unadegi^ᎤᎾᏕᎩ^unạde̋gi,,False,1538.1
1475,ced,udehohisdi,ᎤᏕᎰᎯᏍᏗ,noun,,,embarrassment,,udehǒhịsdi,,,False,1539.1
1476,ced,udehosati,ᎤᏕᎰᏌᏘ,adjective,,,bashful,,udehǒsạti,plural:unadehosati^ᎤᎾᏕᎰᏌᏘ^unạdehǒsạti,,False,1540.1
1477,ced,udelisgalvhv’i,ᎤᏕᎵᏍᎦᎸᎲᎢ,noun,,,ditch,,ùdelǐsgạ́lvhv̋’i,plural:dudelisgalvhv’i^ᏚᏕᎵᏍᎦᎸᎲᎢ^dùdelǐsgạ́lvhv̋’i,,False,1541.1
1478,ced,udetiyiha,ᎤᏕᏘᏱᎭ,verb (v.i.),,,he/she is having a birthday,,ùdetịyị́ha,1st person singular with animate/ inanimate object:agwadetiyiha^ᎠᏆᏕᏘᏱᎭ^àgwạdetịyị́ha|3rd person singular non-progressive remote past tense:udetiyvhv’i^ᎤᏕᏘᏴᎲᎢ^ùdetịyvhv̌’i|3rd person singular present habitual:udetiyisgo’i^ᎤᏕᏘᏱᏍᎪᎢ^ùdetịyǐsgọ́’i|imperative with animate/ inanimate direct objects:jadetiya^ᏣᏕᏘᏯ^jạdetịya|3rd person singular infinitive:udetiyhdi^ᎤᏕᏘᏴᏗ^udetịyhdi,,False,1542.1
1479,ced,udigwalvdeyida,ᎤᏗᏆᎸᏕᏱᏓ,noun,,,bolt,,udìgwạlvdéyịda,plural:judigwalvdeyida^ᏧᏗᏆᎸᏕᏱᏓ^judìgwạlvdéyịda,,False,1543.1
1480,ced,udihlehga,ᎤᏗᏞᎦ,verb (v.i.),,,it’s hot,,ùdihlẹ́hga,3rd person singular non-progressive remote past tense:udihlehgv’i^ᎤᏗᏞᎬᎢ^ùdihlẹhgv̌’i|3rd person singular present habitual:udihlehgo’i^ᎤᏗᏞᎪᎢ^ùdihlẹhgó’i|imperative with animate/ inanimate direct objects:jadihlehgesdi^ᏣᏗᏞᎨᏍᏗ^jạdihlẹhgésdi,,False,1544.1
1481,ced,udihlehvsga,ᎤᏗᏞᎲᏍᎦ,verb (v.i.),,,he/she has a fever,,ùdihlẹ́hṿ́sga,1st person singular with animate/ inanimate object:agwadihlehvsga^ᎠᏆᏗᏞᎲᏍᎦ^àgwạdihlẹ́hṿ́sga|3rd person singular non-progressive remote past tense:udihlehvsgv’i^ᎤᏗᏞᎲᏍᎬᎢ^ùdihlẹ́hṿ́sgv̌’i|3rd person singular present habitual:udihlehvsgo’i^ᎤᏗᏞᎲᏍᎪᎢ^ùdihlẹ́hṿ́sgó’i|imperative with animate/ inanimate direct objects:jadihlehvhi^ᏣᏗᏞᎲᎯ^jạdihlẹhṿhi|3rd person singular infinitive:udihlehvsdi^ᎤᏗᏞᎲᏍᏗ^udihlẹ́hṿ́sdi,,False,1545.1
1482,ced,udisgahla,ᎤᏗᏍᎦᏝ,verb (v.i.),,,he/she is in hiding,,ùdisgạ́hla,1st person singular with animate/ inanimate object:agwadisgahla^ᎠᏆᏗᏍᎦᏝ^àgwạdisgạ́hla|3rd person singular non-progressive remote past tense:udisgahlv’i^ᎤᏗᏍᎦᏢᎢ^ùdisgạhlv̌’i|3rd person singular present habitual:udisgahlo’i^ᎤᏗᏍᎦᏠᎢ^ùdisgạhló’i|imperative with animate/ inanimate direct objects:jadisgahlesdi^ᏣᏗᏍᎦᏞᏍᏗ^jạdisgạhlésdi|3rd person singular infinitive:udisgahldi^ᎤᏗᏍᎦᎸᏗ^udisgạhldi,,False,1546.1
1483,ced,udiwsga,ᎤᏗᏫᏍᎦ,verb (v.i.),,,he/she is getting well,,ùdîwsga,1st person singular with animate/ inanimate object:agwadiwsga^ᎠᏆᏗᏫᏍᎦ^àgwạdîwsga|3rd person singular non-progressive remote past tense:udiwsv’i^ᎤᏗᏫᏒᎢ^ùdîwsv̌’i|3rd person singular present habitual:udiwsgo’i^ᎤᏗᏫᏍᎪᎢ^ùdîwsgó’i|imperative with animate/ inanimate direct objects:jadihwi^ᏣᏗᏫ^jạdìhwi|3rd person singular infinitive:udihwisdi^ᎤᏗᏫᏍᏗ^udìhwị́sdi,,False,1547.1
1484,ced,udiyvda’dv’i,ᎤᏗᏴᏓᏛᎢ,noun,,,his/her navel,,ùdíyvdạ́’dv̋’i,,,False,1548.1
1485,ced,udlanvda,ᎤᏜᏅᏓ,verb (v.i.),,,there’s an opening,,ùdlạnvda,3rd person singular non-progressive remote past tense:udlanvdv’i^ᎤᏜᏅᏛᎢ^ùdlạnvdv̌’i|3rd person singular present habitual:udlanvdo’i^ᎤᏜᏅᏙᎢ^ùdlạnvdó’i,,False,1549.1
1486,ced,udlanvda’deha,ᎤᏜᏅᏓᏕᎭ,verb (v.i.),,,he/she has time,,ùdlạnvdạ́dẹha,1st person singular with animate/ inanimate object:agwadlanvda’deha^ᎠᏆᏜᏅᏓᏕᎭ^àgwạdlạnvdạ́’dẹha|3rd person singular non-progressive remote past tense:udlanvda’delv’i^ᎤᏜᏅᏓᏕᎸᎢ^ùdlạnvdạ́’delv̌’i|3rd person singular present habitual:udlanvda’deho’i^ᎤᏜᏅᏓᏕᎰᎢ^ùdlạnvdạ́’dehó’i|imperative with animate/ inanimate direct objects:jadlanvdadisi^ᏣᏜᏅᏓᏗᏏ^jạdlạnvdạdìsi|3rd person singular infinitive:udlanvda’dehdi^ᎤᏜᏅᏓᏕᏗ^udlạnvdạ’dẹ́hdi,,False,1550.1
1487,ced,udlasitv’eha,ᎤᏜᏏᏛᎡᎭ,verb (v.i.),,,he/she is disbelieving,,ùdlâsitv́’eha,1st person singular with animate/ inanimate object:agwadlasitv’eha^ᎠᏆᏜᏏᏛᎡᎭ^àgwạdlâsitv́’eha|3rd person singular non-progressive remote past tense:udlasitv’elv’i^ᎤᏜᏏᏛᎡᎸᎢ^ùdlâsitv́’elv̌’i|3rd person singular present habitual:udlasitv’eho’i^ᎤᏜᏏᏛᎡᎰᎢ^ùdlâsitv́’ehó’i|imperative with animate/ inanimate direct objects:jadlasitvsi^ᏣᏜᏏᏛᏏ^jạdlàsitv̀si|3rd person singular infinitive:udlasitv’ehdi^ᎤᏜᏏᏛᎡᏗ^udlàsǐtṿ́’ẹhdi,,False,1551.1
1488,ced,udlasitv’ehi,ᎤᏜᏏᏛᎡᎯ,noun,,,non-believer,,udlàsǐtṿ́’e̋hi,plural:unadlasitv’ehi^ᎤᎾᏜᏏᏛᎡᎯ^unạdlàsǐtṿ́’e̋hi,,False,1552.1
1489,ced,udlega,ᎤᏞᎦ,verb (v.i.),,,he/she is taking revenge,,ùdléga,1st person singular with animate/ inanimate object:agwadlega^ᎠᏆᏞᎦ^àgwạdléga|3rd person singular non-progressive remote past tense:udlejv’i^ᎤᏞᏨᎢ^ùdléjv̌’i|3rd person singular present habitual:udlego’i^ᎤᏞᎪᎢ^ùdlégó’i|imperative with animate/ inanimate direct objects:jadlegi^ᏣᏞᎩ^jạdlègi|3rd person singular infinitive:udle’isdi^ᎤᏞᎢᏍᏗ^udlẹ’ị́sdi,,False,1553.1
1490,ced,udli,ᎤᏟ,adverb,,,away from,,ụdli,,,False,1554.1
1491,ced,udli’ada,ᎤᏟᎠᏓ,verb (v.i.),,,he/she is wearing an earring,,ùdlí’ạda,1st person singular with animate/ inanimate object:agwadli’ada^ᎠᏆᏟᎠᏓ^àgwạdlí’ạda|3rd person singular non-progressive remote past tense:udli’adv’i^ᎤᏟᎠᏛᎢ^ùdlí’ạdv̌’i|3rd person singular present habitual:udli’ado’i^ᎤᏟᎠᏙᎢ^ùdlí’ạdó’i|imperative with animate/ inanimate direct objects:jadli’adesdi^ᏣᏟᎠᏕᏍᏗ^jạdlí’ạdésdi,,False,1555.1
1492,ced,udlonasdi,ᎤᏠᎾᏍᏗ,noun,,,hypocrite,,udlǒnàsdi,plural:unadlonasdi^ᎤᎾᏠᎾᏍᏗ^unạdlǒnàsdi,,False,1556.1
1493,ced,udlosinvda,ᎤᏠᏏᏅᏓ,noun,,,dewberries,,udlòsinv̌da,,,False,1557.1
1494,ced,udlvdalvda,ᎤᏢᏓᎸᏓ,noun,,,splinter,,udlvdạlv̋da,plural:judlvdalvda^ᏧᏢᏓᎸᏓ^judlvdạlv̋da,,False,1558.1
1495,ced,udlvga,ᎤᏢᎦ,verb (v.i.),,,he/she is sick,,ùdlv́ga,1st person singular with animate/ inanimate object:akdlvga^ᎠᎩᏢᎦ^àkdlv́ga|3rd person singular non-progressive remote past tense:udlvgv’i^ᎤᏢᎬᎢ^ùdlv́gv̌’i|3rd person singular present habitual:udlvgo’i^ᎤᏢᎪᎢ^ùdlv́gó’i|imperative with animate/ inanimate direct objects:tsdlvgi^ᏣᏢᎩ^tsdlv̀gi|3rd person singular infinitive:udlv’isdi^ᎤᏢᎢᏍᏗ^udlṿ’ị́sdi,,False,1559.1
1496,ced,udlvgi,ᎤᏢᎩ,noun,,,patient,,udlv̋gi,plural:junidlvgi^ᏧᏂᏢᎩ^junidlv̋gi,,False,1560.1
1497,ced,udlvkwdi,ᎤᏢᏈᏗ,adjective,,,sophisticated,,udlv̋kwdi,plural:unadlvkwdi^ᎤᎾᏢᏈᏗ^unạdlv̋kwdi,,False,1561.1
1498,ced,udo,ᎤᏙ,noun,,,his/her sister,,udo,plural:judo^ᏧᏙ^judo,,False,1562.1
1499,ced,udoda,ᎤᏙᏓ,noun,,,his/her father,,udoda,,,False,1563.1
1500,ced,udodagwada,ᎤᏙᏓᏆᏓ,adverb,,,all day,,udǒdạgwạda,,,False,1564.1
1501,ced,Unadodagwasgv’i,ᎤᎾᏙᏓᏆᏍᎬᎢ,noun,,,Sunday,,ùnạdǒdạ́gwàsgv̋’i,,,False,1565.1
1502,ced,Unadodagwidena,ᎤᎾᏙᏓᏈᏕᎾ,noun,,,Saturday,,unạdǒdạ́gwide̋na,,,False,1566.1
1503,ced,udodagwidisv’i,ᎤᏙᏓᏈᏗᏒᎢ,adverb,,,during the day,,ùdǒdạ́gwidísv̋’i,,,False,1567.1
1504,ced,Unadodagwohnv’i,ᎤᎾᏙᏓᏉᏅᎢ,noun,,,Monday,,unạdǒdạ́gwọhnv̋’i,,,False,1568.1
1505,ced,udohiyu,ᎤᏙᎯᏳ,adverb,,,really,,udohịyụ̋,,,False,1569.1
1506,ced,ududu,ᎤᏚᏚ,noun,,,his/her grandfather,,udùdu,,,False,1570.1
1507,ced,uduha,ᎤᏚᎭ,verb (v.i.),,,he/she is standing in liquid,,ùdụ́ha,1st person singular with animate/ inanimate object:agwaduha^ᎠᏆᏚᎭ^àgwạdụ́ha|3rd person singular non-progressive remote past tense:udusv’i^ᎤᏚᏒᎢ^ùdúsv̌’i|3rd person singular present habitual:uduso’i^ᎤᏚᏐᎢ^ùdúsó’i|imperative with animate/ inanimate direct objects:jadusesdi^ᏣᏚᏎᏍᏗ^jạdúsésdi|3rd person singular infinitive:uduhdi^ᎤᏚᏗ^udụhdi,,False,1571.1
1508,ced,uduji,ᎤᏚᏥ,noun,,,his/her uncle,,uduji,plural:judugi^ᏧᏚᏥ^judugi,,False,1572.1
1509,ced,uduliha,ᎤᏚᎵᎭ,verb (v.t.),,,he/she wants it,,ùdulị́ha,1st person singular with animate/ inanimate object:agwaduliha^ᎠᏆᏚᎵᎭ^àgwạdulị́ha|3rd person singular non-progressive remote past tense:udulvhv’i^ᎤᏚᎸᎲᎢ^ùdulvhv̌’i|3rd person singular present habitual:udulisgo’i^ᎤᏚᎵᏍᎪᎢ^ùdulǐsgọ́’i|imperative with animate/ inanimate direct objects:jadula^ᏣᏚᎳ^jạdǔla|3rd person singular infinitive:uduhldi^ᎤᏚᎸᏗ^udụhldi,,False,1573.1
1510,ced,udvnv’isdi,ᎤᏛᏅᎢᏍᏗ,verb (v.i.),,,he/she is willing,,ùdvnv́’ịsdi,1st person singular with animate/ inanimate object:agwadvnv’isdi^ᎠᏆᏛᏅᎢᏍᏗ^àgwạdvnv́’ịsdi|3rd person singular non-progressive remote past tense:udvnv’isdv’i^ᎤᏛᏅᎢᏍᏛᎢ^ùdvnv́’ịsdv̌’i|3rd person singular present habitual:udvnv’isdo’i^ᎤᏛᏅᎢᏍᏙᏗ^ùdvnv́’ịsdó’i|imperative with animate/ inanimate direct objects:jadvnv’isdesdi^ᏣᏛᏅᎢᏍᏕᏍᏗ^jạdvnv́’ịsdésdi,,False,1574.1
1511,ced,ugaloga,ᎤᎦᎶᎦ,noun,,,leaf,,ugạlǒga,plural:jugaloga^ᏧᎦᎶᎦ^jugạlǒga,,False,1575.1
1512,ced,ugama,ᎤᎦᎹ,noun,,,soup,,ǔgạ́ma,,,False,1576.1
1513,ced,uganasda,ᎤᎦᎾᏍᏓ,adjective,,,sweet,,ugạna̋sda,plural:uniganasda^ᎤᏂᎦᎾᏍᏓ^unigạna̋sda,,False,1577.1
1514,ced,uganawa,ᎤᎦᎾᏩ,adjective,,,warm,,ugǎnạwa,,,False,1578.1
1515,ced,Uganawa,ᎤᎦᎾᏩ,noun,,,Democrat,,ugǎnạwa,plural:Uniganawa^ᎤᏂᎦᎾᏩ^unigǎnạwa,,False,1579.1
1516,ced,uganawosga,ᎤᎦᎾᏬᏍᎦ,verb (v.i.),,,he/she is becoming warm,,ùganạwosga,1st person singular with animate/ inanimate object:agiganawosga^ᎠᎩᎦᎾᏬᏍᎦ^àgịganạwosga|3rd person singular non-progressive remote past tense:uganawosv’i^ᎤᎦᎾᏬᏒᎢ^ùganạwosv̌’i|3rd person singular present habitual:uganawosgo’i^ᎤᎦᎾᏬᏍᎪᎢ^ùganạwosgó’i|imperative with animate/ inanimate direct objects:jaganawohi^ᏣᎦᎾᏬᎯ^jạganạwǒhi|3rd person singular infinitive:uganawohisdi^ᎤᎦᎾᏬᎯᏍᏗ^uganạwohịsdi,,False,1580.1
1517,ced,uganhda’dv’i,ᎤᎦᏅᏓᏛᎢ,noun,,,page,,ùgạnhdạ́’dv̋’i,,,False,1581.1
1518,ced,ugeyuha,ᎤᎨᏳᎭ,verb (v.t.),,,he/she is possessive of him/her,,ùgeyụ́ha,1st person singular with animate object:jigeyu’a^ᏥᎨᏳᎠ^jigeyú’a|1st person singular with inanimate object:agigeyuha^ᎠᎩᎨᏳᎭ^àgịgeyụ́ha|3rd person singular non-progressive remote past tense:ugeyusv’i^ᎤᎨᏳᏒᎢ^ùgeyúsv̌’i|3rd person singular present habitual:ugeyuso’i^ᎤᎨᏳᏐᎢ^ùgeyúsó’i|imperative with animate direct objects:higeyusesdi^ᎯᎨᏳᏎᏍᏗ^higeyúsésdi|imperative with animate/ inanimate direct objects:jageyusesdi^ᏣᎨᏳᏎᏍᏗ^jạgeyúsésdi|3rd person singular infinitive:ugeyhdi^ᎤᎨᏳᏗ^ugẹyhdi,,False,1582.1
1519,ced,ugeyuhna’i,ᎤᎨᏳᎿᎢ,noun,,,possessive,,ugeyǔhnạ’i,plural:unigeyuhna’i^ᎤᏂᎨᏳᎿᎢ^unigeyǔhnạ’i,,False,1583.1
1520,ced,ugidahli,ᎤᎩᏓᏟ,noun,,,feather,,ugìdạ́hli,plural:jugidahli^ᏧᎩᏓᏟ^jugìdạ́hli,,False,1584.1
1521,ced,ugijvda iyv’i,ᎤᎩᏨᏓ ᎢᏴᎢ,adverb,,,next morning,,ugịjv̋daịyv̋’i,,,False,1585.1
