Index,Source,Entry,Syllabary,Part_of_Speech,PoS,PoS_Family,Definition,Cross_Reference,Entry_Tone,Other_Forms,Notes,Locked,Source_ID
195,ced,ahnejosga,ᎠᏁᏦᏍᎦ,verb (v.i.),,,he/she is frolicking,,àhnejọ́sga,1st person singular with animate/ inanimate object:ganejosga^ᎦᏁᏦᏍᎦ^gànejọ́sga|3rd person singular non-progressive remote past tense:uhnejonv’i^ᎤᏁᏦᏅᎢ^ùhnejónv̌’i|3rd person singular present habitual:ahnejosgo’i^ᎠᏁᏦᏍᎪᎢ^àhnejọ́sgó’i|imperative with animate/ inanimate direct objects:hahnejo’vga^ᎭᏁᏦᎥᎦ^hahnejọ’v̀ga|3rd person singular infinitive:uhnejodi^ᎤᏁᏦᏗ^uhnejòdi,,False,200.1
196,ced,ahnesgeha,ᎠᏁᏍᎨᎭ,verb (v.t.),,,he/she is building a house,,àhnésgẹha,1st person singular with animate/ inanimate object:ganesgeha^ᎦᏁᏍᎨᎭ^gànésgẹha|3rd person singular non-progressive remote past tense:uhnesgehv’i^ᎤᏁᏍᎨᎲᎢ^ùhnésgehv̌’i|3rd person singular present habitual:ahnesgesgo’i^ᎠᏁᏍᎨᏍᎪᎢ^àhnésgesgó’i|imperative with animate/ inanimate direct objects:hahnesgvla^ᎭᏁᏍᎬᎳ^hahnèsgv̌la|3rd person singular infinitive:uhnesgehdi^ᎤᏁᏍᎨᏗ^uhnèsgẹhdi,,False,201.1
197,ced,ahnigi’a,ᎠᏂᎩᎠ,verb (v.i.),,,he/she is leaving,,àhnịgị́’a,1st person singular with animate/ inanimate object:ganigi’a^ᎦᏂᎩᎠ^gànịgị́’a|3rd person singular non-progressive remote past tense:uhnigisv’i^ᎤᏂᎩᏒᎢ^ùhnịgîsv̌’i|3rd person singular present habitual:ahnigisgo’i^ᎠᏂᎩᏍᎪᎢ^àhnịgîsgó’i|imperative with animate/ inanimate direct objects:hahnigi^ᎭᏂᎩ^hahnịgi|3rd person singular infinitive:uhnigisdi^ᎤᏂᎩᏍᏗ^ǔhnị́gìsdi,,False,202.1
198,ced,ahnigisdiha,ᎠᏂᎩᏍᏗᎭ,verb (v.i.),,,he/she is starting it,,àhnịgîsdịha,1st person singular with animate/ inanimate object:ganigisdiha^ᎦᏂᎩᏍᏗᎭ^gànịgîsdịha|3rd person singular non-progressive remote past tense:uhnigistanv’i^ᎤᏂᎩᏍᏔᏅᎢ^ùhnịgîstạnv̌’i|3rd person singular present habitual:ahnigisdisgo’i^ᎠᏂᎩᏍᏗᏍᎪᎢ^àhnịgîsdisgó’i|imperative with animate/ inanimate direct objects:hahnigisda^ᎭᏂᎩᏍᏓ^hahnịgìsda|3rd person singular infinitive:uhnigisdohdi^ᎤᏂᎩᏍᏙᏗ^ǔhnị́gìsdọhdi,,False,203.1
199,ced,ahnohlinega,ᎠᏃᏟᏁᎦ,verb (v.t.),,,he/she is carrying it on his/her shoulder,,àhnọhlǐnêga,1st person singular with animate/ inanimate object:ganohlinega^ᎦᏃᏟᏁᎦ^gànọhlǐnêga|3rd person singular non-progressive remote past tense:uhnohlinvsv’i^ᎤᏃᏟᏅᏒᎢ^ùhnọhlǐnv̂sv̌’i|3rd person singular present habitual:ahnohlinego’i^ᎠᏃᏟᏁᎪᎢ^àhnọhlǐnêgó’i|imperative with animate/ inanimate direct objects:hahnohlinuga^ᎭᏃᏟᏄᎦ^hahnọhlinùga|3rd person singular infinitive:uhnohlinvsdi^ᎤᏃᏟᏅᏍᏗ^uhnọhlǐnv̂sdi,,False,204.1
200,ced,aholi,ᎠᎰᎵ,noun,,,his/her mouth,,ạhőli,,,False,205.1
201,ced,ahudi’a,ᎠᎱᏗᎠ,verb (v.t.),,,he/she is putting it in liquid,,àhudị́’a,1st person singular with animate/ inanimate object:ji’udi’a^ᏥᎤᏗᎠ^jị’udị́’a|3rd person singular non-progressive remote past tense:uhudv’i^ᎤᎱᏛᎢ^ùhúdv̌’i|3rd person singular present habitual:ahudisgo’i^ᎠᎱᏗᏍᎪᎢ^àhudîsgó’i|imperative with animate/ inanimate direct objects:hihuda^ᎯᎱᏓ^hịhǔda|3rd person singular infinitive:uhudisdi^ᎤᎱᏗᏍᏗ^uhǔdîsdi,,False,206.1
202,ced,ahujawoladvdi,ᎠᎱᏣᏬᎳᏛᏗ,noun,,,stove pipe,,ạhùjạwǒlạ́dv̋di,plural:dihujawoladvdi^ᏗᎱᏣᏬᎳᏛᏗ^dihùjạwǒlạ́dv̋di,,False,207.1
203,ced,ahujawoladvdi,ᎠᎱᏣᏬᎳᏛᏗ,noun,,,chimney,,àhújạwǒlạ́dv̋di,plural:dahujawoladv’i^ᏓᎱᏣᏬᎳᏛᎢ^dàhújạwǒlạ́dv̋’i,,False,208.1
204,ced,ahuli,ᎠᎱᎵ,noun,,,drum,,ạhuli,plural:dihuli^ᏗᎱᎵ^dihuli,,False,209.1
205,ced,ahulvniha,ᎠᎱᎸᏂᎭ,verb (v.t.),,,he/she is hitting him/her on the mouth,,àhulv́nịha,1st person singular with animate/ inanimate object:ji’ulvniha^ᏥᎤᎸᏂᎭ^jị’ulv́nịha|3rd person singular non-progressive remote past tense:uhulvnilv’i^ᎤᎱᎸᏂᎸᎢ^ùhulv̌nîlv̌’i|3rd person singular present habitual:ahulvniho’i^ᎠᎱᎸᏂᎰᎢ^àhulv́nịhó’i|imperative with animate/ inanimate direct objects:hi’ulvniga^ᎯᎤᎸᏂᎦ^hị’ulvnìga|3rd person singular infinitive:uhulvnisdi^ᎤᎱᎸᏂᏍᏗ^uhulv̌nîsdi,,False,210.1
206,ced,ahv’a,ᎠᎲᎠ,verb (v.t.),,,he/she is moving it from one place to another,,àhv́’a,1st person singular with animate/ inanimate object:ji’v’a^ᏥᎥᎠ^jị’v́’a|3rd person singular non-progressive remote past tense:uhvsv’i^ᎤᎲᏒᎢ^ùhv́sv̌’i|3rd person singular present habitual:ahvsgo’i^ᎠᎲᏍᎪᎢ^àhv́sgó’i|imperative with animate/ inanimate direct objects:hihvna^ᎯᎲᎾ^hịhv̌na|3rd person singular infinitive:uhvsdi^ᎤᎲᏍᏗ^uhv̀sdi,,False,211.1
207,ced,ahvsga,ᎠᎲᏍᎦ,verb (v.t.),,,he/she is setting it down,,àhṿ́sga,1st person singular with animate/ inanimate object:ji’vsga^ᏥᎥᏍᎦ^jị’ṿ́sga|3rd person singular non-progressive remote past tense:uhnv’i^ᎤᏅᎢ^ùhnv̌’i|3rd person singular present habitual:ahvsgo’i^ᎠᎲᏍᎪᎢ^àhṿsgó’i|imperative with animate/ inanimate direct objects:hihvga^ᎯᎲᎦ^hịhv̀ga|3rd person singular infinitive:uhdi^ᎤᏗ^ụhdi,,False,212.1
208,ced,ahwahtiha,ᎠᏩᏗᎭ,verb (v.t.),,,he/she is finding him/her,,àhwạhtị́ha,1st person singular with animate/ inanimate object:jiwahtiha^ᏥᏩᏘᎭ^jìwạhtị́ha|3rd person singular non-progressive remote past tense:uhwahtvhv’i^ᎤᏩᏛᎲᎢ^ùhwạhtvhv̌’i|3rd person singular present habitual:ahwahtisgo’i^ᎠᏩᏘᏍᎪᎢ^àhwạhtǐsgọ́’i|imperative with animate direct objects:hiwahta^ᎯᏩᏔ^hìwạhta|imperative with inanimate direct objects:hihwahta^ᎯᏩᏔ^hịhwạhta|3rd person singular infinitive:uhwahtvhdi^ᎤᏩᏛᏗ^uhwạhtṿhdi,,False,213.1
209,ced,ahwahtvhidoha,ᎠᏩᏛᎯᏙᎭ,verb (v.t.),,,he/she is visiting him/her,,àhwạhtvhǐdôha,1st person singular with animate/ inanimate object:jiwahtvhidoha^ᏥᏩᏛᎯᏙᎭ^jìwạhtvhǐdôha|3rd person singular non-progressive remote past tense:uhwahtvhidolv’i^ᎤᏩᏛᎯᏙᎸᎢ^ùhwạhtvhǐdôlv̌’i|3rd person singular present habitual:ahwahtvhidoho’i^ᎠᏩᏛᎯᏙᎰᎢ^àhwạhtvhǐdôhó’i|imperative with animate/ inanimate direct objects:hiwahtvhida^ᎯᏩᏛᎯᏓ^hìwạhtvhǐda|3rd person singular infinitive:uhwahtvhidasdi^ᎤᏩᏛᎯᏓᏍᏗ^uhwạhtvhǐdâsdi,,False,214.1
210,ced,ahwidiha,ᎠᏫᏗᎭ,verb (v.t.),,,he/she is taking it somewhere,,àhwidị́ha,1st person singular with animate/ inanimate object:jiwidiha^ᏥᏫᏗᎭ^jìwidị́ha|3rd person singular non-progressive remote past tense:uhwidvhv’i^ᎤᏫᏛᎲᎢ^ùhwidvhv̌’i|3rd person singular present habitual:ahwidisgo’i^ᎠᏫᏗᏍᎪᎢ^àhwidǐsgọ́’i|imperative with animate/ inanimate direct objects:hihwida^ᎯᏫᏓ^hịhwǐda|3rd person singular infinitive:uwitdi^ᎤᏫᏘᏗ^uwitdi,,False,215.1
211,ced,ahwisga,ᎠᏫᏍᎦ,verb (v.t.),,,he/she is planting it,,àhwịsga,1st person singular with animate/ inanimate object:jiwisga^ᏥᏫᏍᎦ^jìwịsga|3rd person singular non-progressive remote past tense:uhwisv’i^ᎤᏫᏒᎢ^ùhwịsv̌’i|3rd person singular present habitual:ahwisgo’i^ᎠᏫᏍᎪᎢ^àhwịsgó’i|imperative with animate/ inanimate direct objects:hihwi^ᎯᏫ^hịhwi|3rd person singular infinitive:uhwisdi^ᎤᏫᏍᏗ^uhwịsdi,,False,216.1
212,ced,ahyadlvdi,ᎠᏯᏢᏗ,noun,,,necktie,,ahyạdlv̋di,plural:dihyadlvdi^ᏗᏯᏢᏗ^dihyạdlv̋di,,False,217.1
213,ced,ahyahketsga,ᎠᏯᎨᏗᏍᎦ,verb (v.t.),,,he/she is peeling it,,àhyạhkětsga,1st person singular with animate/ inanimate object:jiyahketsga^ᏥᏯᎨᏗᏍᎦ^jìyạhkětsga|3rd person singular non-progressive remote past tense:uhyahketsv’i^ᎤᏯᎨᏗᏒᎢ^ùhyạhkětsv́’i|3rd person singular present habitual:ahyahketsgo’i^ᎠᏯᎨᏗᏍᎪᎢ^àhyạhkětsgọ́’i|imperative with animate/ inanimate direct objects:hihyahketsa^ᎯᏯᎨᏗᏌ^hịhyạhkětsa|3rd person singular infinitive:uhyahketsdi^ᎤᏯᎨᏗᏍᏗ^uhyạhkětsdi,,False,218.1
214,ced,ahyahldi,ᎠᏯᏟᏗ,noun,,,necklace,,áhyạhldi,plural:dihyahldi^ᏗᏯᏟᏗ^díhyạhldi,,False,219.1
215,ced,ahyahtvhvsga,ᎠᏯᏛᎲᏍᎦ,verb (v.i.),,,it’s becoming frosty,,àhyạhtv̌hṿ́sga,3rd person singular non-progressive remote past tense:uhyahtvhnv’i^ᎤᏯᏛᏅᎢ^ùhyạhtv̌hnv́’i|3rd person singular present habitual:ahyahtvhvsgo’i^ᎠᏯᏛᎲᏍᎪᎢ^àhyạhtv̌hṿ́sgó’i|3rd person singular infinitive:uhyahtvtdi^ᎤᏯᏛᏘᏗ^uhyạhtv́tdi,,False,220.1
216,ced,ahyaniha,ᎠᏯᏂᎭ,verb (v.t.),,,he/she is calling him/her,,àhyạnị́ha,1st person singular with animate/ inanimate object:jiyaniha^ᏥᏯᏂᎭ^jìyạnị́ha|3rd person singular non-progressive remote past tense:uhyanvhv’i^ᎤᏯᏅᎲᎢ^ùhyạnvhv̌’i|3rd person singular present habitual:ahyanisgo’i^ᎠᏯᏂᏍᎪᎢ^àhyạnǐsgọ́’i|imperative with animate/ inanimate direct objects:hiyana^ᎯᏯᎾ^hìyạna|3rd person singular infinitive:uhyanhdi^ᎤᏯᏅᏗ^uhyạnhdi,,False,221.1
217,ced,ahyega,ᎠᏰᎦ,verb (v.t.),,,he/she is taking it somewhere by hand,,àhyéga,1st person singular with animate/ inanimate object:jiyega^ᏥᏰᎦ^jìyéga|3rd person singular non-progressive remote past tense:uhyvsv’i^ᎤᏴᏒᎢ^ùhyv́sv̌’i|3rd person singular present habitual:ahyego’i^ᎠᏰᎪᎢ^àhyégó’i|imperative with animate/ inanimate direct objects:hihyuga^ᎯᏳᎦ^hịhyùga|3rd person singular infinitive:uhyvsdi^ᎤᏴᏍᏗ^uhyv̀sdi,,False,222.1
218,ced,ahyeha,ᎠᏰᎭ,verb (v.t.),,,he/she is holding it in his/her hand,,àhyẹha,1st person singular with animate/ inanimate object:jiyeha^ᏥᏰᎭ^jìyẹha|3rd person singular non-progressive remote past tense:ahyehv’i^ᎠᏰᎲᎢ^àhyehv̌’i|3rd person singular present habitual:ahyeho’i^ᎠᏰᎰᎢ^àhyehó’i,,False,223.1
219,ced,ahyehgahlvsga,ᎠᏰᎦᏢᏍᎦ,verb (v.t.),,,he/she is quilting it,,àhyẹhgạhlṿ́sga,1st person singular with animate/ inanimate object:jiyehgahlvsga^ᏥᏰᎦᏢᏍᎦ^jìyẹhgạhlṿ́sga|3rd person singular non-progressive remote past tense:uhyehgahlanv’i^ᎤᏰᎦᏝᏅᎢ^ùhyẹhgạhlạ́nv́’i|3rd person singular present habitual:ahyehgahlvsgo’i^ᎠᏰᎦᏢᏍᎪᎢ^àhyẹhgạhlṿ́sgọ́’i|imperative with animate/ inanimate direct objects:hihyehgahlvga^ᎯᏰᎦᏢᎦ^hịhyẹhgạhlv̀ga|3rd person singular infinitive:uhyehgahldi^ᎤᏰᎦᏟᏗ^uhyẹhgạhldi,,False,224.1
220,ced,ahyehloha,ᎠᏰᏠᎭ,verb (v.t.),,,he/she is making an incision,,àhyěhlọ́ha,1st person singular with animate/ inanimate object:jiyehloha^ᏥᏰᏠᎭ^jìyěhlọ́ha|3rd person singular non-progressive remote past tense:uhyehlalv’i^ᎤᏰᏝᎸᎢ^ùhyěhlạ́lv̌’i|3rd person singular present habitual:ahyehloho’i^ᎠᏰᏠᎰᎢ^àhyěhlọ́hó’i|imperative with animate direct objects:hiyelaga^ᎯᏰᎳᎦ^hìyelạga|imperative with inanimate direct objects:hihyelaga^ᎯᏰᎳᎦ^hịhyelạga|3rd person singular infinitive:uhyelsdi^ᎤᏰᎵᏍᏗ^uhyělsdi,,False,225.1
221,ced,ahyeli’a,ᎠᏰᎵᎠ,verb (v.t.),,,he/she is imitating him/her,,àhyelí’a,1st person singular with animate/ inanimate object:jiyeli’a^ᏥᏰᎵᎠ^jìyelí’a|3rd person singular non-progressive remote past tense:uhyelisv’i^ᎤᏰᎵᏒᎢ^ùhyelísv̌’i|3rd person singular present habitual:ahyelisgo’i^ᎠᏰᎵᏍᎪᎢ^àhyelísgó’i|imperative with animate/ inanimate direct objects:hiyela^ᎯᏰᎳ^hìyěla|3rd person singular infinitive:uhyelisdi^ᎤᏰᎵᏍᏗ^uhyelìsdi,,False,226.1
222,ced,ahyelsdi,ᎠᏰᎵᏍᏗ,noun,,,knife,,ạhyẹlsdi,plural:hayelsdi^ᎭᏰᎵᏍᏗ^hạyẹlsdi,,False,227.1
223,ced,ahyoha,ᎠᏲᎭ,verb (v.t.),,,he/she is looking for him/her,,àhyọ́ha,1st person singular with animate/ inanimate object:jiyoha^ᏥᏲᎭ^jìyọ́ha|3rd person singular non-progressive remote past tense:uhyalv’i^ᎤᏯᎸᎢ^ùhyạlv̌’i|3rd person singular present habitual:ahyoho’i^ᎠᏲᎰᎢ^àhyọhó’i|imperative with animate/ inanimate direct objects:hiyhga^ᎯᏲᎦ^hìyhga|3rd person singular infinitive:uysdi^ᎤᏯᏍᏗ^ụysdi,,False,228.1
224,ced,ahyu’inega,ᎠᏳᎢᏁᎦ,verb (v.i.),,,he/she is swimming,,àhyụ́’inéga,1st person singular with animate/ inanimate object:gayu’inega^ᎦᏳᎢᏁᎦ^gàyụ́’inéga|3rd person singular non-progressive remote past tense:uhyu’invsv’i^ᎤᏳᎢᏅᏒᎢ^ùhyụ́’inv́sv̌’i|3rd person singular present habitual:ahyu’inego’i^ᎠᏳᎢᏁᎪᎢ^àhyụ́’inégó’i|imperative with animate/ inanimate direct objects:hahyu’inuga^ᎭᏳᎢᎸᎦ^hahyụ’inùga|3rd person singular infinitive:uhyu’invsdi^ᎤᏳᎢᏅᏍᏗ^uhyụ’ǐnv̂sdi,,False,229.1
225,ced,ahyvdagwalo’a,ᎠᏴᏓᏆᎶᎠ,verb (v.i.),,,it’s thundering,,àhyvdạgwạlọ́’a,3rd person singular non-progressive remote past tense:uhyvdagwalo’v’i^ᎤᏴᏓᏆᎶᎥᎢ^ùhyvdạgwạlọ́’v̌’i|3rd person singular present habitual:ahyvdagwalosgo’i^ᎠᏴᏓᏆᎶᏍᎪᎢ^àhyvdạgwạ́lôsgó’i|3rd person singular infinitive:uhyvdagwalosdi^ᎤᏴᏓᏆᎶᏍᏗ^uhyvdạgwạlòsdi,,False,230.1
226,ced,ahyvdagwalosgi,ᎠᏴᏓᏆᎶᏍᎩ,noun,,,thunder,,ạhyvdạgwạlòsgi,,,False,231.1
227,ced,ahyvdladisdisgi,ᎠᏴᏜᏗᏍᏗᏍᎩ,noun,,,refrigerator,,ạhyvdlạdìsdi̋sgi,plural:dihyvdladisdisgi^ᏗᏴᏜᏗᏍᏗᏍᎩ^dihyvdlạdìsdi̋sgi,,False,232.1
228,ced,ahyvhdlo,ᎠᏴᏠ,noun,,,ladder,,ạhyṿhdlo,plural:dihyvhdlo^ᏗᏴᏠ^dihyṿhdlo,,False,233.1
229,ced,ahyvhgwidvsga,ᎠᏴᏈᏛᏍᎦ,verb (v.t.),,,he/she is bending it,,àhyṿhgwị́dv̂sga,1st person singular with animate/ inanimate object:jiyvhgwidvsga^ᏥᏴᏈᏛᏍᎦ^jìyṿhgwị́dv̂sga|3rd person singular non-progressive remote past tense:uhyvhgwidvnv’i^ᎤᏴᏈᏛᏅᎢ^ùhyṿhgwị́dv̂nv̌’i|3rd person singular present habitual:ahyvhgwidvsgo’i^ᎠᏴᏈᏛᏍᎪᎢ^àhyṿhgwị́dv̂sgó’i|imperative with animate/ inanimate direct objects:hihyvhgwidv’vga^ᎯᏴᏈᏛᎥᎦ^hịhyṿhgwịdṿ’v̀ga|3rd person singular infinitive:uhyvhgwidvdi^ᎤᏴᏈᏛᏗ^uhyṿhgwịdv̀di,,False,234.1
230,ced,ahyvhjeni,ᎠᏴᏤᏂ,noun,,,his/her neck,,ạhyṿhje̋ni,,,False,235.1
231,ced,ahyvhte’a,ᎠᏴᏖᎠ,verb (v.t.),,,he/she is kicking him/her,,àhyṿhté’a,1st person singular with animate object:jiyayvhte’a^ᏥᏯᏴᏖᎠ^jiyàyṿhté’a|1st person singular with inanimate object:gayvhte’a^ᎦᏴᏖᎠ^gàyṿhté’a|3rd person singular non-progressive remote past tense:uhyvhtesv’i^ᎤᏴᏖᏒᎢ^ùhyṿhtésv̌’i|3rd person singular present habitual:ahyvhtesgo’i^ᎠᏴᏖᏍᎪᎢ^àhyṿhtésgó’i|imperative with animate direct objects:hiyayhtagi^ᎯᏯᏴᏔᎩ^hiyàyhtạgi|imperative with inanimate direct objects:hahyvhtagi^ᎭᏴᏔᎩ^hahyṿhtạgi|3rd person singular infinitive:uhyvhtesdi^ᎤᏴᏖᏍᏗ^uhyṿhtèsdi,,False,236.1
232,ced,ahyvki,ᎠᏴᎩ,noun,,,prisoner,,ạhyv̋ki,plural:anihyvki^ᎠᏂᏴᎩ^ạnihyv̋ki,,False,237.1
233,ced,ahyvkidi’a,ᎠᏴᎩᏗᎠ,verb (v.t.),,,he/she is capturing him/her,,àhyv̌kídị’a,1st person singular with animate/ inanimate object:jiyvkidi’a^ᏥᏴᎩᏗᎠ^jìyv̌kídị’a|3rd person singular non-progressive remote past tense:uhyvkidv’i^ᎤᏴᎩᏛᎢ^ùhyv̌kídv̌’i|3rd person singular present habitual:ahyvkidisgo’i^ᎠᏴᎩᏗᏍᎪᎢ^àhyv̌kídìsgó’i|imperative with animate/ inanimate direct objects:hiyvkida^ᎯᏴᎩᏓ^hìyvkǐda|3rd person singular infinitive:uhyvkidisdi^ᎤᏴᎩᏗᏍᏗ^uhyv̌kídìsdi,,False,238.1
234,ced,ahyvsdeluhvsga,ᎠᏴᏍᏕᎷᎲᏍᎦ,verb (v.t.),,,he/she is hitting him/her on the nose,,àhyv̌sdéluhṿsga,1st person singular with animate/ inanimate object:jiyvsdeluhvsga^ᏥᏴᏍᏕᎷᎲᏍᎦ^jìyv̌sdéluhṿsga|3rd person singular non-progressive remote past tense:uhyvsdeluhnv’i^ᎤᏴᏍᏕᎷᏅᎢ^ùhyv̌sdéluhnv̌’i|3rd person singular present habitual:ahyvsdeluhvsgo’i^ᎠᏴᏍᏕᎷᎲᏍᎪᎢ^àhyv̌sdéluhṿsgó’i|imperative with animate/ inanimate direct objects:hiyvsdeluhvga^ᎯᏴᏍᏕᎷᎲᎦ^hìyvsdeluhv̀ga|3rd person singular infinitive:uhyvsdeluhdi^ᎤᏴᏍᏕᎷᏗ^uhyv̌sdélụhdi,,False,239.1
235,ced,ahyvsgiyiha,ᎠᏴᏍᎩᏱᎭ,verb (v.t.),,,he/she is choking him/her,,àhyṿsgǐyíha,1st person singular with animate/ inanimate object:jiyvsgiyiha^ᏥᏴᏍᎩᏱᎭ^jìyṿsgǐyíha|3rd person singular non-progressive remote past tense:uhyvsgiyvhv’i^ᎤᏴᏍᎩᏴᎲᎢ^ùhyṿsgǐyv́hv̌’i|3rd person singular present habitual:ahyvsgiyisgo’i^ᎠᏴᏍᎩᏱᏍᎪᎢ^àhyṿsgǐyísgó’i|imperative with animate/ inanimate direct objects:hiyvsgiya^ᎯᏴᏍᎩᏯ^hìyṿsgǐya|3rd person singular infinitive:uhyvsgiyhdi^ᎤᏴᏍᎩᏴᏗ^uhyṿsgǐyhdi,,False,240.1
236,ced,a’i,ᎠᎢ,verb (v.i.),,,he/she is walking,,á’i,1st person singular with animate/ inanimate object:ga’i^ᎦᎢ^gá’i|3rd person singular non-progressive remote past tense:a’isv’i^ᎠᎢᏒᎢ^á’isv̌’i|3rd person singular present habitual:a’iso’i^ᎠᎢᏐᎢ^á’isó’i,,False,241.1
237,ced,aja’di,ᎠᏣᏗ,noun,,,fish,,ạjạ’di,,,False,242.1
238,ced,Ajahda,ᎠᏣᏓ,noun,,,Choctaw,,ạjạhda,plural:Anijahda^ᎠᏂᏣᏓ^ạnijạhda,,False,243.1
239,ced,aja’i’a,ᎠᏣᎢᎠ,verb (v.i.),,,it’s hatching,,àjạ́’ị’a,1st person singular with animate/ inanimate object:gaja’i’a^ᎦᏣᎢᎠ^gạjạ́’ị’a|3rd person singular non-progressive remote past tense:uja’isv’i^ᎤᏣᎢᏒᎢ^ùjạ́’ìsv̌’i|3rd person singular present habitual:aja’isgo’i^ᎠᏣᎢᏍᎪᎢ^àjạ́’ìsgó’i|imperative with animate/ inanimate direct objects:haja’i^ᎭᏣᎢ^hạjạ’i|3rd person singular infinitive:uja’isdi^ᎤᏣᎢᏍᏗ^ujạ’ìsdi,,False,244.1
240,ced,ajanvsga,ᎠᏣᏅᏍᎦ,verb (v.i.),,,he/she is dressing up,,àjạnvsga,1st person singular with animate/ inanimate object:gajanvsga^ᎦᏣᏅᏍᎦ^gạjạnv̀sga|3rd person singular non-progressive remote past tense:ujanvhnv’i^ᎤᏣᏅᏅᎢ^ùjạnvhnv̌’i|3rd person singular present habitual:ajanvsgo’i^ᎠᏣᏅᏍᎪᎢ^àjạnvsgó’i|imperative with animate/ inanimate direct objects:hajanvna^ᎭᏣᏅᎾ^hạjạnv̌na|3rd person singular infinitive:ujanvhdi^ᎤᏣᏅᏗ^ujạnṿhdi,,False,245.1
241,ced,aja’vsga,ᎠᏣᎥᏍᎦ,verb (v.i.),,,he/she is getting in,,àjạ́’ṿsga,1st person singular with animate/ inanimate object:gaja’vsga^ᏣᎦᎥᏍᎦ^gạjạ́’ṿsga|3rd person singular non-progressive remote past tense:ujanv’i^ᎤᏣᏅᎢ^ùjânv̌’i|3rd person singular present habitual:aja’vsgo’i^ᎠᏣᎥᏍᎪᎢ^àjạ́’ṿsgó’i|imperative with animate/ inanimate direct objects:haja’vga^ᎭᏣᎥᎦ^hạjạ’v̀ga|3rd person singular infinitive:ujodi^ᎤᏦᏗ^ujòdi,,False,246.1
242,ced,ajelisdv’i,ᎠᏤᎵᏍᏛᎢ,noun,,,grave,,àjělîsdv̋’i,plural:dajelisdv’i^ᏓᏤᎵᏍᏛᎢ^dàjělîsdv̋’i,,False,247.1
243,ced,ajelvsga,ᎠᏤᎸᏍᎦ,verb (v.i.),,,he/she is acting like him/her,,àjelvsga,1st person singular with animate/ inanimate object:gajelvsga^ᎦᏤᎸᏍᎦ^gạjelv̀sga|3rd person singular non-progressive remote past tense:ujelvhnv’i^ᎤᏤᎸᏅᎢ^ùjelvhnv̌’i|3rd person singular present habitual:ajelvsgo’i^ᎠᏤᎸᏍᎪᎢ^àjelvsgó’i|imperative with animate/ inanimate direct objects:hajelvna^ᎭᏤᎸᎾ^hạjelv̌na|3rd person singular infinitive:ujehldi^ᎤᏤᎸᏗ^ujẹhldi,,False,248.1
244,ced,ajesdo,ᎠᏤᏍᏙ,noun,,,mattress,,ạjesdo,plural:dijesdo^ᏗᏤᏍᏙ^dijesdo,,False,249.1
245,ced,ajewi’a,ᎠᏤᏫᎠ,verb (v.t.),,,he/she is spilling it,,àjěwị́’a,1st person singular with animate/ inanimate object:gajewi’a^ᎦᏤᏫᎠ^gạjěwị́’a|3rd person singular non-progressive remote past tense:ujewv’i^ᎤᏤᏮᎢ^ùjéwv̌’i|3rd person singular present habitual:ajewisgo’i^ᎠᏤᏫᏍᎪᎢ^àjěwîsgó’i|imperative with animate/ inanimate direct objects:hajewa^ᎭᏤᏩ^hạjěwa|3rd person singular infinitive:ujewasdi^ᎤᏤᏩᏍᏗ^ujěwâsdi,,False,250.1
246,ced,ajila,ᎠᏥᎳ,noun,,,fire,,ạjǐla,,,False,251.1
247,ced,ajila,ᎠᏥᎳ,noun,,,watercress,,ạjǐla,,,False,252.1
248,ced,Ajila Gehlohi,ᎠᏥᎳ ᎨᏠᎯ,noun,,,Catholic,,ạjǐlagéhlọhi,plural:Ajila Anehlohi^ᎠᏥᎳ ᎠᏁᏠᎯ^ạjǐla ạnéhlọhi,,False,253.1
249,ced,ajila gohlvhdi,ᎠᏥᎳ ᎪᏢᏗ,noun,,,match,,ạjǐla góhlṿhdi,plural:dijila digohlvhdi^ᏗᏥᎳᏗᎪᏢᏗ^dijǐladịgóhlṿhdi,,False,254.1
250,ced,ajilvhi,ᎠᏥᎸᎯ,adverb,,,in the fire,,ạjilv̋hi,,,False,255.1
251,ced,ajilvsga,ᎠᏥᎸᏍᎦ,verb (v.i.),,,it’s blooming,,àjilvsga,3rd person singular non-progressive remote past tense:ujilvhnv’i^ᎤᏥᎸᏅᎢ^ùjilvhnv̌’i|3rd person singular present habitual:ajilvsgo’i^ᎠᏥᎸᏍᎪᎢ^àjilvsgó’i|3rd person singular infinitive:ujihldi^ᎤᏥᎸᏗ^ujịhldi,,False,256.1
252,ced,ajilvsgi,ᎠᏥᎸᏍᎩ,noun,,,flower,,ạjilv̋sgi,plural:anijilvsgi^ᎠᏂᏥᎸᏍᎩ^ạnijilv̋sgi,,False,257.1
253,ced,ajina,ᎠᏥᎾ,noun,,,cedar,,ạjịna,,,False,258.1
